http://sk.dbpedia.org/resource/Severné_Írsko,http://sk.wikipedia.org/wiki/Severné_Írsko
http://sk.dbpedia.org/resource/Nauru,http://sk.wikipedia.org/wiki/Nauru
http://sk.dbpedia.org/resource/Nepál,http://sk.wikipedia.org/wiki/Nepál
http://sk.dbpedia.org/resource/Pakistan,http://sk.wikipedia.org/wiki/Pakistan
http://sk.dbpedia.org/resource/Papua-Nová_Guinea,http://sk.wikipedia.org/wiki/Papua-Nová_Guinea
http://sk.dbpedia.org/resource/Paraguaj,http://sk.wikipedia.org/wiki/Paraguaj
http://sk.dbpedia.org/resource/Panama_(štát),http://sk.wikipedia.org/wiki/Panama_(štát)
http://sk.dbpedia.org/resource/Marshallove_ostrovy,http://sk.wikipedia.org/wiki/Marshallove_ostrovy
http://sk.dbpedia.org/resource/Nigéria,http://sk.wikipedia.org/wiki/Nigéria
http://sk.dbpedia.org/resource/Katar_(štát),http://sk.wikipedia.org/wiki/Katar_(štát)
http://sk.dbpedia.org/resource/Nórsko,http://sk.wikipedia.org/wiki/Nórsko
http://sk.dbpedia.org/resource/Mexiko,http://sk.wikipedia.org/wiki/Mexiko
http://sk.dbpedia.org/resource/Malajzia,http://sk.wikipedia.org/wiki/Malajzia
